province,age_group,sex,population,age_category
Tarragona,40 years,males,7323.0,middle
Tarragona,40 years,females,6663.0,middle
Tarragona,40 years,total,13986.0,middle
Tarragona,41 years,males,7028.0,middle
Tarragona,41 years,females,6468.0,middle
Tarragona,41 years,total,13496.0,middle
Tarragona,42 years,males,7212.0,middle
Tarragona,42 years,females,6304.0,middle
Tarragona,42 years,total,13516.0,middle
Tarragona,43 years,males,6823.0,middle
Tarragona,43 years,females,6157.0,middle
Tarragona,43 years,total,12980.0,middle
Tarragona,44 years,males,6749.0,middle
Tarragona,44 years,females,6004.0,middle
Tarragona,44 years,total,12753.0,middle
Tarragona,45 years,males,6548.0,middle
Tarragona,45 years,females,6087.0,middle
Tarragona,45 years,total,12635.0,middle
Tarragona,46 years,males,6508.0,middle
Tarragona,46 years,females,5841.0,middle
Tarragona,46 years,total,12349.0,middle
Tarragona,47 years,males,6387.0,middle
Tarragona,47 years,females,6080.0,middle
Tarragona,47 years,total,12467.0,middle
Tarragona,48 years,males,6274.0,middle
Tarragona,48 years,females,5821.0,middle
Tarragona,48 years,total,12095.0,middle
Tarragona,49 years,males,6033.0,middle
Tarragona,49 years,females,5692.0,middle
Tarragona,49 years,total,11725.0,middle
Tarragona,50 years,males,6081.0,middle
Tarragona,50 years,females,5741.0,middle
Tarragona,50 years,total,11822.0,middle
Tarragona,51 years,males,5666.0,middle
Tarragona,51 years,females,5362.0,middle
Tarragona,51 years,total,11028.0,middle
Tarragona,52 years,males,5576.0,middle
Tarragona,52 years,females,5545.0,middle
Tarragona,52 years,total,11121.0,middle
Tarragona,53 years,males,5333.0,middle
Tarragona,53 years,females,5442.0,middle
Tarragona,53 years,total,10775.0,middle
Tarragona,54 years,males,5417.0,middle
Tarragona,54 years,females,5335.0,middle
Tarragona,54 years,total,10752.0,middle
Tarragona,55 years,males,5201.0,middle
Tarragona,55 years,females,5228.0,middle
Tarragona,55 years,total,10429.0,middle
Tarragona,56 years,males,5146.0,middle
Tarragona,56 years,females,5035.0,middle
Tarragona,56 years,total,10181.0,middle
Tarragona,57 years,males,5133.0,middle
Tarragona,57 years,females,4899.0,middle
Tarragona,57 years,total,10032.0,middle
Tarragona,58 years,males,4521.0,middle
Tarragona,58 years,females,4716.0,middle
Tarragona,58 years,total,9237.0,middle
Tarragona,59 years,males,4650.0,middle
Tarragona,59 years,females,4692.0,middle
Tarragona,59 years,total,9342.0,middle
Tarragona,60 years,males,4348.0,middle
Tarragona,60 years,females,4595.0,middle
Tarragona,60 years,total,8943.0,middle
Tarragona,61 years,males,4458.0,middle
Tarragona,61 years,females,4411.0,middle
Tarragona,61 years,total,8869.0,middle
Tarragona,62 years,males,4426.0,middle
Tarragona,62 years,females,4479.0,middle
Tarragona,62 years,total,8905.0,middle
Tarragona,63 years,males,4092.0,middle
Tarragona,63 years,females,4294.0,middle
Tarragona,63 years,total,8386.0,middle
Tarragona,64 years,males,3964.0,middle
Tarragona,64 years,females,3989.0,middle
Tarragona,64 years,total,7953.0,middle
Tarragona,65 years,males,4164.0,retired
Tarragona,65 years,females,4288.0,retired
Tarragona,65 years,total,8452.0,retired
Tarragona,66 years,males,4278.0,retired
Tarragona,66 years,females,4414.0,retired
Tarragona,66 years,total,8692.0,retired
Tarragona,67 years,males,4016.0,retired
Tarragona,67 years,females,4153.0,retired
Tarragona,67 years,total,8169.0,retired
Tarragona,68 years,males,3760.0,retired
Tarragona,68 years,females,3863.0,retired
Tarragona,68 years,total,7623.0,retired
Tarragona,69 years,males,3654.0,retired
Tarragona,69 years,females,3976.0,retired
Tarragona,69 years,total,7630.0,retired
Tarragona,70 years,males,3405.0,retired
Tarragona,70 years,females,3680.0,retired
Tarragona,70 years,total,7085.0,retired
Tarragona,71 years,males,3342.0,retired
Tarragona,71 years,females,3595.0,retired
Tarragona,71 years,total,6937.0,retired
Tarragona,72 years,males,2819.0,retired
Tarragona,72 years,females,3059.0,retired
Tarragona,72 years,total,5878.0,retired
Tarragona,73 years,males,2705.0,retired
Tarragona,73 years,females,2866.0,retired
Tarragona,73 years,total,5571.0,retired
Tarragona,74 years,males,3332.0,retired
Tarragona,74 years,females,3585.0,retired
Tarragona,74 years,total,6917.0,retired
Tarragona,75 years,males,1708.0,retired
Tarragona,75 years,females,1872.0,retired
Tarragona,75 years,total,3580.0,retired
Tarragona,76 years,males,2072.0,retired
Tarragona,76 years,females,2378.0,retired
Tarragona,76 years,total,4450.0,retired
Tarragona,77 years,males,2454.0,retired
Tarragona,77 years,females,2930.0,retired
Tarragona,77 years,total,5384.0,retired
Tarragona,78 years,males,2485.0,retired
Tarragona,78 years,females,3079.0,retired
Tarragona,78 years,total,5564.0,retired
Tarragona,79 years,males,2323.0,retired
Tarragona,79 years,females,2913.0,retired
Tarragona,79 years,total,5236.0,retired
Tarragona,80 years,males,2146.0,retired
Tarragona,80 years,females,2764.0,retired
Tarragona,80 years,total,4910.0,retired
Tarragona,81 years,males,2020.0,retired
Tarragona,81 years,females,2770.0,retired
Tarragona,81 years,total,4790.0,retired
Tarragona,82 years,males,1897.0,retired
Tarragona,82 years,females,2612.0,retired
Tarragona,82 years,total,4509.0,retired
Tarragona,83 years,males,1675.0,retired
Tarragona,83 years,females,2547.0,retired
Tarragona,83 years,total,4222.0,retired
Tarragona,84 years,males,1526.0,retired
Tarragona,84 years,females,2458.0,retired
Tarragona,84 years,total,3984.0,retired
Tarragona,85 years,males,1391.0,retired
Tarragona,85 years,females,2184.0,retired
Tarragona,85 years,total,3575.0,retired
Tarragona,86 years,males,1231.0,retired
Tarragona,86 years,females,2016.0,retired
Tarragona,86 years,total,3247.0,retired
Tarragona,87 years,males,1025.0,retired
Tarragona,87 years,females,1712.0,retired
Tarragona,87 years,total,2737.0,retired
Tarragona,88 years,males,873.0,retired
Tarragona,88 years,females,1620.0,retired
Tarragona,88 years,total,2493.0,retired
Tarragona,89 years,males,699.0,retired
Tarragona,89 years,females,1335.0,retired
Tarragona,89 years,total,2034.0,retired
Tarragona,90 years,males,573.0,retired
Tarragona,90 years,females,1280.0,retired
Tarragona,90 years,total,1853.0,retired
Tarragona,91 years,males,501.0,retired
Tarragona,91 years,females,952.0,retired
Tarragona,91 years,total,1453.0,retired
Tarragona,92 years,males,379.0,retired
Tarragona,92 years,females,809.0,retired
Tarragona,92 years,total,1188.0,retired
Tarragona,93 years,males,268.0,retired
Tarragona,93 years,females,642.0,retired
Tarragona,93 years,total,910.0,retired
Tarragona,94 years,males,209.0,retired
Tarragona,94 years,females,505.0,retired
Tarragona,94 years,total,714.0,retired
Tarragona,95 years,males,120.0,retired
Tarragona,95 years,females,330.0,retired
Tarragona,95 years,total,450.0,retired
Tarragona,96 years,males,101.0,retired
Tarragona,96 years,females,268.0,retired
Tarragona,96 years,total,369.0,retired
Tarragona,97 years,males,50.0,retired
Tarragona,97 years,females,180.0,retired
Tarragona,97 years,total,230.0,retired
Tarragona,98 years,males,45.0,retired
Tarragona,98 years,females,115.0,retired
Tarragona,98 years,total,160.0,retired
Tarragona,99 years,males,24.0,retired
Tarragona,99 years,females,81.0,retired
Tarragona,99 years,total,105.0,retired
Tarragona,100 years and over,males,41.0,retired
Tarragona,100 years and over,females,170.0,retired
Tarragona,100 years and over,total,211.0,retired
Tarragona,total,males,397730.0,middle
Tarragona,total,females,397371.0,middle
Tarragona,total,total,795101.0,middle
Catalunya,0 years,males,36215.0,underage
Catalunya,0 years,females,33736.0,underage
Catalunya,0 years,total,69951.0,underage
Catalunya,1 year,males,36998.0,underage
Catalunya,1 year,females,35120.0,underage
Catalunya,1 year,total,72118.0,underage
Catalunya,2 years,males,39518.0,underage
Catalunya,2 years,females,37368.0,underage
Catalunya,2 years,total,76886.0,underage
Catalunya,3 years,males,41410.0,underage
Catalunya,3 years,females,39205.0,underage
Catalunya,3 years,total,80615.0,underage
Catalunya,4 years,males,42913.0,underage
Catalunya,4 years,females,40024.0,underage
Catalunya,4 years,total,82937.0,underage
Catalunya,5 years,males,43468.0,underage
Catalunya,5 years,females,40364.0,underage
Catalunya,5 years,total,83832.0,underage
Catalunya,6 years,males,45072.0,underage
Catalunya,6 years,females,42640.0,underage
Catalunya,6 years,total,87712.0,underage
Catalunya,7 years,males,43176.0,underage
Catalunya,7 years,females,40568.0,underage
Catalunya,7 years,total,83744.0,underage
Catalunya,8 years,males,42830.0,underage
Catalunya,8 years,females,40431.0,underage
Catalunya,8 years,total,83261.0,underage
Catalunya,9 years,males,42078.0,underage
Catalunya,9 years,females,39628.0,underage
Catalunya,9 years,total,81706.0,underage
Catalunya,10 years,males,41136.0,underage
Catalunya,10 years,females,39338.0,underage
Catalunya,10 years,total,80474.0,underage
Catalunya,11 years,males,40210.0,underage
Catalunya,11 years,females,37766.0,underage
Catalunya,11 years,total,77976.0,underage
Catalunya,12 years,males,38444.0,underage
Catalunya,12 years,females,36259.0,underage
Catalunya,12 years,total,74703.0,underage
Catalunya,13 years,males,37452.0,underage
Catalunya,13 years,females,35639.0,underage
Catalunya,13 years,total,73091.0,underage
Catalunya,14 years,males,37801.0,underage
Catalunya,14 years,females,35909.0,underage
Catalunya,14 years,total,73710.0,underage
Catalunya,15 years,males,36576.0,underage
Catalunya,15 years,females,34562.0,underage
Catalunya,15 years,total,71138.0,underage
Catalunya,16 years,males,35552.0,underage
Catalunya,16 years,females,32672.0,underage
Catalunya,16 years,total,68224.0,underage
Catalunya,17 years,males,35651.0,underage
Catalunya,17 years,females,33227.0,underage
Catalunya,17 years,total,68878.0,underage
Catalunya,18 years,males,35513.0,young
Catalunya,18 years,females,32330.0,young
Catalunya,18 years,total,67843.0,young
Catalunya,19 years,males,35080.0,young
Catalunya,19 years,females,32860.0,young
Catalunya,19 years,total,67940.0,young
Catalunya,20 years,males,35570.0,young
Catalunya,20 years,females,33539.0,young
Catalunya,20 years,total,69109.0,young
Catalunya,21 years,males,36362.0,young
Catalunya,21 years,females,34520.0,young
Catalunya,21 years,total,70882.0,young
Catalunya,22 years,males,37516.0,young
Catalunya,22 years,females,35899.0,young
Catalunya,22 years,total,73415.0,young
Catalunya,23 years,males,37445.0,young
Catalunya,23 years,females,36264.0,young
Catalunya,23 years,total,73709.0,young
Catalunya,24 years,males,38229.0,young
Catalunya,24 years,females,37452.0,young
Catalunya,24 years,total,75681.0,young
Catalunya,25 years,males,39306.0,young
Catalunya,25 years,females,39222.0,young
Catalunya,25 years,total,78528.0,young
Catalunya,26 years,males,40481.0,young
Catalunya,26 years,females,41241.0,young
Catalunya,26 years,total,81722.0,young
Catalunya,27 years,males,41592.0,young
Catalunya,27 years,females,42216.0,young
Catalunya,27 years,total,83808.0,young
Catalunya,28 years,males,43056.0,young
Catalunya,28 years,females,44490.0,young
Catalunya,28 years,total,87546.0,young
Catalunya,29 years,males,46021.0,young
Catalunya,29 years,females,46620.0,young
Catalunya,29 years,total,92641.0,young
Catalunya,30 years,males,47751.0,young
Catalunya,30 years,females,48810.0,young
Catalunya,30 years,total,96561.0,young
Catalunya,31 years,males,50399.0,middle
Catalunya,31 years,females,50731.0,middle
Catalunya,31 years,total,101130.0,middle
Catalunya,32 years,males,54398.0,middle
Catalunya,32 years,females,54062.0,middle
Catalunya,32 years,total,108460.0,middle
Catalunya,33 years,males,58000.0,middle
Catalunya,33 years,females,56342.0,middle
Catalunya,33 years,total,114342.0,middle
Catalunya,34 years,males,61264.0,middle
Catalunya,34 years,females,59749.0,middle
Catalunya,34 years,total,121013.0,middle
Catalunya,35 years,males,64140.0,middle
Catalunya,35 years,females,61457.0,middle
Catalunya,35 years,total,125597.0,middle
Catalunya,36 years,males,68370.0,middle
Catalunya,36 years,females,64647.0,middle
Catalunya,36 years,total,133017.0,middle
Catalunya,37 years,males,70088.0,middle
Catalunya,37 years,females,65783.0,middle
Catalunya,37 years,total,135871.0,middle
Catalunya,38 years,males,70848.0,middle
Catalunya,38 years,females,66631.0,middle
Catalunya,38 years,total,137479.0,middle
Catalunya,39 years,males,71300.0,middle
Catalunya,39 years,females,66479.0,middle
Catalunya,39 years,total,137779.0,middle
Catalunya,40 years,males,70399.0,middle
Catalunya,40 years,females,65519.0,middle
Catalunya,40 years,total,135918.0,middle
Catalunya,41 years,males,67884.0,middle
Catalunya,41 years,females,63586.0,middle
Catalunya,41 years,total,131470.0,middle
Catalunya,42 years,males,66972.0,middle
Catalunya,42 years,females,62735.0,middle
Catalunya,42 years,total,129707.0,middle
Catalunya,43 years,males,64943.0,middle
Catalunya,43 years,females,60747.0,middle
Catalunya,43 years,total,125690.0,middle
Catalunya,44 years,males,63641.0,middle
Catalunya,44 years,females,59935.0,middle
Catalunya,44 years,total,123576.0,middle
Catalunya,45 years,males,61171.0,middle
Catalunya,45 years,females,58321.0,middle
Catalunya,45 years,total,119492.0,middle
Catalunya,46 years,males,60383.0,middle
Catalunya,46 years,females,57397.0,middle
Catalunya,46 years,total,117780.0,middle
Catalunya,47 years,males,59969.0,middle
Catalunya,47 years,females,57979.0,middle
Catalunya,47 years,total,117948.0,middle
Catalunya,48 years,males,58598.0,middle
Catalunya,48 years,females,56330.0,middle
Catalunya,48 years,total,114928.0,middle
Catalunya,49 years,males,57097.0,middle
Catalunya,49 years,females,55938.0,middle
Catalunya,49 years,total,113035.0,middle
Catalunya,50 years,males,57330.0,middle
Catalunya,50 years,females,56230.0,middle
Catalunya,50 years,total,113560.0,middle
Catalunya,51 years,males,52975.0,middle
Catalunya,51 years,females,53334.0,middle
Catalunya,51 years,total,106309.0,middle
Catalunya,52 years,males,51688.0,middle
Catalunya,52 years,females,51873.0,middle
Catalunya,52 years,total,103561.0,middle
Catalunya,53 years,males,49457.0,middle
Catalunya,53 years,females,50957.0,middle
Catalunya,53 years,total,100414.0,middle
Catalunya,54 years,males,49463.0,middle
Catalunya,54 years,females,50963.0,middle
Catalunya,54 years,total,100426.0,middle
Catalunya,55 years,males,48057.0,middle
Catalunya,55 years,females,50340.0,middle
Catalunya,55 years,total,98397.0,middle
Catalunya,56 years,males,47508.0,middle
Catalunya,56 years,females,49590.0,middle
Catalunya,56 years,total,97098.0,middle
Catalunya,57 years,males,45921.0,middle
Catalunya,57 years,females,48335.0,middle
Catalunya,57 years,total,94256.0,middle
Catalunya,58 years,males,43028.0,middle
Catalunya,58 years,females,45533.0,middle
Catalunya,58 years,total,88561.0,middle
Catalunya,59 years,males,42076.0,middle
Catalunya,59 years,females,44446.0,middle
Catalunya,59 years,total,86522.0,middle
Catalunya,60 years,males,40375.0,middle
Catalunya,60 years,females,43323.0,middle
Catalunya,60 years,total,83698.0,middle
Catalunya,61 years,males,40302.0,middle
Catalunya,61 years,females,42963.0,middle
Catalunya,61 years,total,83265.0,middle
Catalunya,62 years,males,40018.0,middle
Catalunya,62 years,females,43003.0,middle
Catalunya,62 years,total,83021.0,middle
Catalunya,63 years,males,37092.0,middle
Catalunya,63 years,females,40542.0,middle
Catalunya,63 years,total,77634.0,middle
Catalunya,64 years,males,35798.0,middle
Catalunya,64 years,females,39396.0,middle
Catalunya,64 years,total,75194.0,middle
Catalunya,65 years,males,37551.0,retired
Catalunya,65 years,females,41217.0,retired
Catalunya,65 years,total,78768.0,retired
Catalunya,66 years,males,39017.0,retired
Catalunya,66 years,females,43823.0,retired
Catalunya,66 years,total,82840.0,retired
Catalunya,67 years,males,35539.0,retired
Catalunya,67 years,females,39675.0,retired
Catalunya,67 years,total,75214.0,retired
Catalunya,68 years,males,32905.0,retired
Catalunya,68 years,females,37287.0,retired
Catalunya,68 years,total,70192.0,retired
Catalunya,69 years,males,34484.0,retired
Catalunya,69 years,females,39100.0,retired
Catalunya,69 years,total,73584.0,retired
Catalunya,70 years,males,31693.0,retired
Catalunya,70 years,females,36874.0,retired
Catalunya,70 years,total,68567.0,retired
Catalunya,71 years,males,30512.0,retired
Catalunya,71 years,females,35597.0,retired
Catalunya,71 years,total,66109.0,retired
Catalunya,72 years,males,25990.0,retired
Catalunya,72 years,females,30112.0,retired
Catalunya,72 years,total,56102.0,retired
Catalunya,73 years,males,23920.0,retired
Catalunya,73 years,females,28401.0,retired
Catalunya,73 years,total,52321.0,retired
Catalunya,74 years,males,29694.0,retired
Catalunya,74 years,females,34973.0,retired
Catalunya,74 years,total,64667.0,retired
Catalunya,75 years,males,16242.0,retired
Catalunya,75 years,females,19956.0,retired
Catalunya,75 years,total,36198.0,retired
Catalunya,76 years,males,19424.0,retired
Catalunya,76 years,females,24518.0,retired
Catalunya,76 years,total,43942.0,retired
Catalunya,77 years,males,22919.0,retired
Catalunya,77 years,females,29487.0,retired
Catalunya,77 years,total,52406.0,retired
Catalunya,78 years,males,22968.0,retired
Catalunya,78 years,females,31339.0,retired
Catalunya,78 years,total,54307.0,retired
Catalunya,79 years,males,21420.0,retired
Catalunya,79 years,females,29453.0,retired
Catalunya,79 years,total,50873.0,retired
Catalunya,80 years,males,20215.0,retired
Catalunya,80 years,females,28433.0,retired
Catalunya,80 years,total,48648.0,retired
Catalunya,81 years,males,19490.0,retired
Catalunya,81 years,females,28588.0,retired
Catalunya,81 years,total,48078.0,retired
Catalunya,82 years,males,17985.0,retired
Catalunya,82 years,females,27453.0,retired
Catalunya,82 years,total,45438.0,retired
Catalunya,83 years,males,16070.0,retired
Catalunya,83 years,females,25625.0,retired
Catalunya,83 years,total,41695.0,retired
Catalunya,84 years,males,14729.0,retired
Catalunya,84 years,females,24725.0,retired
Catalunya,84 years,total,39454.0,retired
Catalunya,85 years,males,12681.0,retired
Catalunya,85 years,females,21612.0,retired
Catalunya,85 years,total,34293.0,retired
Catalunya,86 years,males,10946.0,retired
Catalunya,86 years,females,20120.0,retired
Catalunya,86 years,total,31066.0,retired
Catalunya,87 years,males,9311.0,retired
Catalunya,87 years,females,17881.0,retired
Catalunya,87 years,total,27192.0,retired
Catalunya,88 years,males,8006.0,retired
Catalunya,88 years,females,16617.0,retired
Catalunya,88 years,total,24623.0,retired
Catalunya,89 years,males,6541.0,retired
Catalunya,89 years,females,14054.0,retired
Catalunya,89 years,total,20595.0,retired
Catalunya,90 years,males,5376.0,retired
Catalunya,90 years,females,12250.0,retired
Catalunya,90 years,total,17626.0,retired
Catalunya,91 years,males,4241.0,retired
Catalunya,91 years,females,10020.0,retired
Catalunya,91 years,total,14261.0,retired
Catalunya,92 years,males,3298.0,retired
Catalunya,92 years,females,8619.0,retired
Catalunya,92 years,total,11917.0,retired
Catalunya,93 years,males,2395.0,retired
Catalunya,93 years,females,6491.0,retired
Catalunya,93 years,total,8886.0,retired
Catalunya,94 years,males,1661.0,retired
Catalunya,94 years,females,5064.0,retired
Catalunya,94 years,total,6725.0,retired
Catalunya,95 years,males,975.0,retired
Catalunya,95 years,females,3505.0,retired
Catalunya,95 years,total,4480.0,retired
Catalunya,96 years,males,752.0,retired
Catalunya,96 years,females,2595.0,retired
Catalunya,96 years,total,3347.0,retired
Catalunya,97 years,males,487.0,retired
Catalunya,97 years,females,1881.0,retired
Catalunya,97 years,total,2368.0,retired
Catalunya,98 years,males,322.0,retired
Catalunya,98 years,females,1297.0,retired
Catalunya,98 years,total,1619.0,retired
Catalunya,99 years,males,233.0,retired
Catalunya,99 years,females,867.0,retired
Catalunya,99 years,total,1100.0,retired
Catalunya,100 years and over,males,379.0,retired
Catalunya,100 years and over,females,1737.0,retired
Catalunya,100 years and over,total,2116.0,retired
Catalunya,total,males,3691745.0,middle
Catalunya,total,females,3816361.0,middle
Catalunya,total,total,7508106.0,middle
